States,Years,Quarter,District,Transaction_count,Transaction_amount
Rajasthan,2022,2,tonk district,8150133,13811500000.0
Rajasthan,2022,2,jodhpur district,31463295,61614400000.0
Rajasthan,2022,2,karauli district,5012114,9206350000.0
Rajasthan,2022,2,udaipur district,15896129,24912700000.0
Rajasthan,2022,2,dausa district,12578789,19527800000.0
Rajasthan,2022,2,nagaur district,14631304,33408300000.0
Rajasthan,2022,2,bharatpur district,8637412,16445000000.0
Rajasthan,2022,2,barmer district,13273476,29635000000.0
Rajasthan,2022,2,ajmer district,20900496,40715600000.0
Rajasthan,2022,2,chittorgarh district,8396831,16148800000.0
Rajasthan,2022,2,hanumangarh district,7429430,16401700000.0
Rajasthan,2022,2,pratapgarh district,1885590,4033820000.0
Rajasthan,2022,2,sawai madhopur district,7873045,12262300000.0
Rajasthan,2022,2,jalore district,5321185,14025900000.0
Rajasthan,2022,2,bikaner district,13694139,26087500000.0
Rajasthan,2022,2,sikar district,19932783,40102100000.0
Rajasthan,2022,2,dholpur district,3298278,6894670000.0
Rajasthan,2022,2,sirohi district,4023871,7194140000.0
Rajasthan,2022,2,rajsamand district,5301424,10184400000.0
Rajasthan,2022,2,jaisalmer district,5269349,9862230000.0
Rajasthan,2022,2,bundi district,4673601,8088390000.0
Rajasthan,2022,2,jhalawar district,5465987,10395200000.0
Rajasthan,2022,2,alwar district,31488094,50746200000.0
Rajasthan,2022,2,kota district,22930803,36055200000.0
Rajasthan,2022,2,jhunjhunu district,12270386,25741200000.0
Rajasthan,2022,3,pali district,9383118,16882400000.0
Rajasthan,2022,3,ganganagar district,12803386,22240300000.0
Rajasthan,2022,3,churu district,8783655,17976400000.0
Rajasthan,2022,3,jaipur district,377469909,564818000000.0
Rajasthan,2022,3,baran district,4125706,6742400000.0
Rajasthan,2022,3,bhilwara district,22210445,37982800000.0
Rajasthan,2022,3,banswara district,2551714,4868670000.0
Rajasthan,2022,3,dungarpur district,1877661,3540890000.0
Rajasthan,2022,3,tonk district,9710550,14504400000.0
Rajasthan,2022,3,jodhpur district,44177624,78522600000.0
Rajasthan,2022,3,karauli district,5485874,8907060000.0
Rajasthan,2022,3,udaipur district,17437737,26921000000.0
Rajasthan,2022,3,dausa district,12485930,17906700000.0
Rajasthan,2022,3,nagaur district,17110682,34696400000.0
Rajasthan,2022,3,bharatpur district,8864216,15557200000.0
Rajasthan,2022,3,barmer district,13922134,27600000000.0
Rajasthan,2022,3,ajmer district,28082495,49548000000.0
Rajasthan,2022,3,chittorgarh district,8973197,15910600000.0
Rajasthan,2022,3,hanumangarh district,8622983,16877500000.0
Rajasthan,2022,3,pratapgarh district,2199404,3978540000.0
Rajasthan,2022,3,sawai madhopur district,8296430,11364700000.0
Rajasthan,2022,3,jalore district,5150635,12265500000.0
Rajasthan,2022,3,bikaner district,15580963,27371600000.0
Rajasthan,2022,3,sikar district,21334188,40269700000.0
Rajasthan,2022,3,dholpur district,3455237,6522100000.0
Rajasthan,2022,3,sirohi district,4160902,7173100000.0
Rajasthan,2022,3,rajsamand district,5484975,10019100000.0
Rajasthan,2022,3,jaisalmer district,5783678,9725920000.0
Rajasthan,2022,3,bundi district,5110230,7814820000.0
Rajasthan,2022,3,jhalawar district,5868488,9351120000.0
Rajasthan,2022,3,alwar district,35823235,53614600000.0
Rajasthan,2022,3,kota district,22439613,32238100000.0
Rajasthan,2022,3,jhunjhunu district,12774366,24776800000.0
Rajasthan,2022,4,pali district,10687142,19884400000.0
Rajasthan,2022,4,ganganagar district,14030401,25826900000.0
Rajasthan,2022,4,churu district,9452402,20708700000.0
Rajasthan,2022,4,jaipur district,404922774,635459000000.0
Rajasthan,2022,4,baran district,5031278,8386780000.0
Rajasthan,2022,4,bhilwara district,27720484,47886600000.0
Rajasthan,2022,4,banswara district,3121397,5651560000.0
Rajasthan,2022,4,dungarpur district,2237173,4156370000.0
Rajasthan,2022,4,tonk district,10011229,15727900000.0
Rajasthan,2022,4,jodhpur district,65465040,116215000000.0
Rajasthan,2022,4,karauli district,6393789,10633800000.0
Rajasthan,2022,4,udaipur district,26954261,41938200000.0
Rajasthan,2022,4,dausa district,14234349,21761200000.0
Rajasthan,2022,4,nagaur district,20286836,43215100000.0
Rajasthan,2022,4,bharatpur district,11015440,19248100000.0
Rajasthan,2022,4,barmer district,15852440,31377600000.0
Rajasthan,2022,4,ajmer district,27641155,51933900000.0
Rajasthan,2022,4,chittorgarh district,9828534,18083200000.0
Rajasthan,2022,4,hanumangarh district,9449022,19615000000.0
Rajasthan,2022,4,pratapgarh district,2356939,4292010000.0
Rajasthan,2022,4,sawai madhopur district,8855496,13187600000.0
Rajasthan,2022,4,jalore district,6459635,15044700000.0
Rajasthan,2022,4,bikaner district,16072144,30210200000.0
Rajasthan,2022,4,sikar district,23710055,48095800000.0
Rajasthan,2022,4,dholpur district,4127164,7920410000.0
Rajasthan,2022,4,sirohi district,4625219,8190560000.0
Rajasthan,2022,4,rajsamand district,6151542,11284300000.0
Rajasthan,2022,4,jaisalmer district,6820292,12276100000.0
Rajasthan,2022,4,bundi district,5866314,9265490000.0
Rajasthan,2022,4,jhalawar district,6716599,11281800000.0
Rajasthan,2022,4,alwar district,38922404,61077700000.0
Rajasthan,2022,4,kota district,26571402,37841300000.0
Rajasthan,2022,4,jhunjhunu district,13984497,29279700000.0
Rajasthan,2023,1,pali district,16879253,30545400000.0
Rajasthan,2023,1,ganganagar district,23684504,42408700000.0
Rajasthan,2023,1,churu district,16344145,34147800000.0
Rajasthan,2023,1,jaipur district,250101628,383391000000.0
Rajasthan,2023,1,baran district,7842338,12298800000.0
Rajasthan,2023,1,bhilwara district,40390520,69684600000.0
Rajasthan,2023,1,banswara district,5660214,9767490000.0
Rajasthan,2023,1,dungarpur district,3932392,6900950000.0
Rajasthan,2023,1,tonk district,16005039,24010100000.0
Rajasthan,2023,1,jodhpur district,55799596,103638000000.0
Rajasthan,2023,1,karauli district,11513504,18244100000.0
Rajasthan,2023,1,udaipur district,28562794,42357700000.0
Rajasthan,2023,1,dausa district,22741458,33514500000.0
Rajasthan,2023,1,nagaur district,29670841,64697700000.0
Rajasthan,2023,1,bharatpur district,18416483,30814900000.0
Rajasthan,2023,1,barmer district,27662361,55275400000.0
Rajasthan,2023,1,ajmer district,40711142,75097900000.0
Rajasthan,2023,1,chittorgarh district,16681437,29276600000.0
Rajasthan,2023,1,hanumangarh district,15106483,30282000000.0
Rajasthan,2023,1,pratapgarh district,4341209,7286100000.0
Rajasthan,2023,1,sawai madhopur district,15034531,21583700000.0
Rajasthan,2023,1,jalore district,11125511,25661500000.0
Rajasthan,2023,1,bikaner district,27198314,49018900000.0
Rajasthan,2023,1,sikar district,37352772,73473000000.0
Rajasthan,2023,1,dholpur district,7493014,13667500000.0
Rajasthan,2023,1,sirohi district,7693002,13095200000.0
Rajasthan,2023,1,rajsamand district,9619287,17003500000.0
Rajasthan,2023,1,jaisalmer district,10869848,18251500000.0
Rajasthan,2023,1,bundi district,10235348,14857600000.0
Rajasthan,2023,1,jhalawar district,11822348,18648000000.0
Rajasthan,2023,1,alwar district,59810068,90609200000.0
Rajasthan,2023,1,kota district,37756795,49533700000.0
Rajasthan,2023,1,jhunjhunu district,23038507,45869300000.0
Rajasthan,2023,2,pali district,19701272,34017100000.0
Rajasthan,2023,2,ganganagar district,26749049,45965300000.0
Rajasthan,2023,2,churu district,19951848,38113000000.0
Rajasthan,2023,2,jaipur district,291245541,414094000000.0
Rajasthan,2023,2,baran district,8989649,14544100000.0
Rajasthan,2023,2,bhilwara district,46805864,76181400000.0
Rajasthan,2023,2,banswara district,6879066,11075500000.0
Rajasthan,2023,2,dungarpur district,4665431,7578110000.0
Rajasthan,2023,2,tonk district,17948259,26680900000.0
Rajasthan,2023,2,jodhpur district,63628518,111202000000.0
Rajasthan,2023,2,karauli district,13940159,20469500000.0
Rajasthan,2023,2,udaipur district,32859859,46209400000.0
Rajasthan,2023,2,dausa district,26533735,37535700000.0
Rajasthan,2023,2,nagaur district,34917594,69594300000.0
Rajasthan,2023,2,bharatpur district,22780373,34710600000.0
Rajasthan,2023,2,barmer district,31092713,56589700000.0
Rajasthan,2023,2,ajmer district,47633939,82448900000.0
Rajasthan,2023,2,chittorgarh district,20124029,32681400000.0
Rajasthan,2023,2,hanumangarh district,17538872,33002700000.0
Rajasthan,2023,2,pratapgarh district,5131204,8339460000.0
Rajasthan,2023,2,sawai madhopur district,16982983,23618500000.0
Rajasthan,2023,2,jalore district,12609229,27736600000.0
Rajasthan,2023,2,bikaner district,31513648,53282100000.0
Rajasthan,2023,2,sikar district,43838459,80007100000.0
Rajasthan,2023,2,dholpur district,9007093,14977700000.0
Rajasthan,2023,2,sirohi district,8996677,14353100000.0
Rajasthan,2023,2,rajsamand district,11717579,18644200000.0
Rajasthan,2023,2,jaisalmer district,11787063,19078100000.0
Rajasthan,2023,2,bundi district,11766967,17007100000.0
Rajasthan,2023,2,jhalawar district,13306994,21098800000.0
Rajasthan,2023,2,alwar district,72379746,100097000000.0
Rajasthan,2023,2,kota district,42838853,57552900000.0
Rajasthan,2023,2,jhunjhunu district,27597073,49969000000.0
Rajasthan,2023,3,pali district,21320187,34178500000.0
Rajasthan,2023,3,ganganagar district,30589814,47297700000.0
Rajasthan,2023,3,churu district,21904213,39273900000.0
Rajasthan,2023,3,jaipur district,342432937,452156000000.0
Rajasthan,2023,3,baran district,10401079,14222900000.0
Rajasthan,2023,3,bhilwara district,52915174,79649800000.0
Rajasthan,2023,3,banswara district,7900230,11630600000.0
Rajasthan,2023,3,dungarpur district,4992020,7850220000.0
Rajasthan,2023,3,tonk district,20590446,27386700000.0
Rajasthan,2023,3,jodhpur district,75070383,122790000000.0
Rajasthan,2023,3,karauli district,15606798,20461300000.0
Rajasthan,2023,3,udaipur district,37041203,49779700000.0
Rajasthan,2023,3,dausa district,30014964,37823100000.0
Rajasthan,2023,3,nagaur district,39621859,74244800000.0
Rajasthan,2023,3,bharatpur district,25951000,35924200000.0
Rajasthan,2023,3,barmer district,35967971,59672000000.0
Rajasthan,2023,3,ajmer district,55434114,89863200000.0
Rajasthan,2023,3,chittorgarh district,22605457,34403600000.0
Rajasthan,2023,3,hanumangarh district,20106351,34227200000.0
Rajasthan,2023,3,pratapgarh district,6111837,8723940000.0
Rajasthan,2023,3,sawai madhopur district,19345472,23424500000.0
Rajasthan,2023,3,jalore district,13730091,27023200000.0
Rajasthan,2023,3,bikaner district,35792682,55839800000.0
Rajasthan,2023,3,sikar district,50163961,84352900000.0
Rajasthan,2023,3,dholpur district,10530544,15934200000.0
Rajasthan,2023,3,sirohi district,9956602,15240600000.0
Rajasthan,2023,3,rajsamand district,12523295,19467700000.0
Rajasthan,2023,3,jaisalmer district,14855158,21593300000.0
Rajasthan,2023,3,bundi district,13505269,17272100000.0
Rajasthan,2023,3,jhalawar district,15360849,21010400000.0
Rajasthan,2023,3,alwar district,83622314,106211000000.0
Rajasthan,2023,3,kota district,50762499,59711400000.0
Rajasthan,2023,3,jhunjhunu district,30505394,51585300000.0
Rajasthan,2023,4,pali district,23765724,39499900000.0
Rajasthan,2023,4,ganganagar district,33349928,54608900000.0
Rajasthan,2023,4,churu district,24325629,46468200000.0
Rajasthan,2023,4,jaipur district,364600665,506659000000.0
Rajasthan,2023,4,baran district,11593460,16625100000.0
Rajasthan,2023,4,bhilwara district,58968074,91538300000.0
Rajasthan,2023,4,banswara district,9386810,13188700000.0
Rajasthan,2023,4,dungarpur district,5723390,8927270000.0
Rajasthan,2023,4,tonk district,23295576,32094300000.0
Rajasthan,2023,4,jodhpur district,80099069,137800000000.0
Rajasthan,2023,4,karauli district,18139937,24770700000.0
Rajasthan,2023,4,udaipur district,39752805,54390700000.0
Rajasthan,2023,4,dausa district,32972149,44725500000.0
Rajasthan,2023,4,nagaur district,43666154,86407400000.0
Rajasthan,2023,4,bharatpur district,29912437,42558200000.0
Rajasthan,2023,4,barmer district,39465333,67901500000.0
Rajasthan,2023,4,ajmer district,61677455,104211000000.0
Rajasthan,2023,4,chittorgarh district,24616512,38348300000.0
Rajasthan,2023,4,hanumangarh district,21660380,39699300000.0
Rajasthan,2023,4,pratapgarh district,6799162,9580650000.0
Rajasthan,2023,4,sawai madhopur district,21823882,28519500000.0
Rajasthan,2023,4,jalore district,15840414,32199700000.0
Rajasthan,2023,4,bikaner district,39033903,65004700000.0
Rajasthan,2023,4,sikar district,54855504,99274400000.0
Rajasthan,2023,4,dholpur district,12508871,19234900000.0
Rajasthan,2023,4,sirohi district,11048743,17125300000.0
Rajasthan,2023,4,rajsamand district,13804779,21964900000.0
Rajasthan,2023,4,jaisalmer district,16582346,27053100000.0
Rajasthan,2023,4,bundi district,15033283,20027100000.0
Rajasthan,2023,4,jhalawar district,16678568,24152300000.0
Rajasthan,2023,4,alwar district,90398765,122188000000.0
Rajasthan,2023,4,kota district,54374028,67851700000.0
Rajasthan,2023,4,jhunjhunu district,33718419,61781100000.0
Rajasthan,2024,1,pali district,28734898,45329500000.0
Rajasthan,2024,1,ganganagar district,38966621,59681800000.0
Rajasthan,2024,1,churu district,29084777,53570500000.0
Rajasthan,2024,1,jaipur district,417960026,559738000000.0
Rajasthan,2024,1,baran district,14158056,18865800000.0
Rajasthan,2024,1,bhilwara district,69716571,105877000000.0
Rajasthan,2024,1,banswara district,12093085,16125200000.0
Rajasthan,2024,1,dungarpur district,6998904,10552000000.0
Rajasthan,2024,1,tonk district,27984539,37205800000.0
Rajasthan,2024,1,jodhpur district,95473393,154506000000.0
Rajasthan,2024,1,karauli district,22361566,29350500000.0
Rajasthan,2024,1,udaipur district,45778435,60479300000.0
Rajasthan,2024,1,dausa district,39936118,52359200000.0
Rajasthan,2024,1,nagaur district,52846770,100182000000.0
Rajasthan,2024,1,bharatpur district,37262436,50293500000.0
Rajasthan,2024,1,barmer district,50374130,83345500000.0
Rajasthan,2024,1,ajmer district,73201030,118678000000.0
Rajasthan,2024,1,chittorgarh district,29537119,44560800000.0
Rajasthan,2024,1,hanumangarh district,25080740,43856200000.0
Rajasthan,2024,1,pratapgarh district,8797364,11486700000.0
Rajasthan,2024,1,sawai madhopur district,26454537,33408300000.0
Rajasthan,2024,1,jalore district,19969061,38584300000.0
Rajasthan,2024,1,bikaner district,47066973,75595800000.0
Rajasthan,2024,1,sikar district,66079857,115439000000.0
Rajasthan,2024,1,dholpur district,15834955,22782100000.0
Rajasthan,2024,1,sirohi district,12905625,19463400000.0
Rajasthan,2024,1,rajsamand district,16103720,24831000000.0
Rajasthan,2024,1,jaisalmer district,19278714,28190200000.0
Rajasthan,2024,1,bundi district,18318173,23255300000.0
Rajasthan,2024,1,jhalawar district,20861878,28477000000.0
Rajasthan,2024,1,alwar district,108520009,140229000000.0
Rajasthan,2024,1,kota district,62441853,74950500000.0
Rajasthan,2024,1,jhunjhunu district,39292074,69251800000.0
Rajasthan,2024,2,pali district,34424942,50293500000.0
Rajasthan,2024,2,ganganagar district,45035053,66196800000.0
Rajasthan,2024,2,churu district,33979289,58019200000.0
Rajasthan,2024,2,jaipur district,473991132,581415000000.0
Rajasthan,2024,2,baran district,16054856,22742000000.0
Rajasthan,2024,2,bhilwara district,77546963,110344000000.0
Rajasthan,2024,2,banswara district,13932758,17529700000.0
Rajasthan,2024,2,dungarpur district,8089855,11170000000.0
Rajasthan,2024,2,tonk district,30435270,40856100000.0
Rajasthan,2024,2,jodhpur district,109890780,163992000000.0
Rajasthan,2024,2,karauli district,25866938,32066900000.0
Rajasthan,2024,2,udaipur district,53293087,64060900000.0
Rajasthan,2024,2,dausa district,43832037,55196800000.0
Rajasthan,2024,2,nagaur district,61668120,106906000000.0
Rajasthan,2024,2,bharatpur district,42855293,53685700000.0
Rajasthan,2024,2,barmer district,56856938,85882000000.0
Rajasthan,2024,2,ajmer district,83477986,125537000000.0
Rajasthan,2024,2,chittorgarh district,34072133,47954800000.0
Rajasthan,2024,2,hanumangarh district,29526625,48983300000.0
Rajasthan,2024,2,pratapgarh district,10272969,12986700000.0
Rajasthan,2024,2,sawai madhopur district,27886801,34831200000.0
Rajasthan,2024,2,jalore district,23669752,42592900000.0
Rajasthan,2024,2,bikaner district,54860379,81393100000.0
Rajasthan,2024,2,sikar district,74670274,120770000000.0
Rajasthan,2024,2,dholpur district,18338823,24582200000.0
Rajasthan,2024,2,sirohi district,15167838,20992400000.0
Rajasthan,2024,2,rajsamand district,18853799,26485300000.0
Rajasthan,2024,2,jaisalmer district,21045673,29645300000.0
Rajasthan,2024,2,bundi district,20160061,26306500000.0
Rajasthan,2024,2,jhalawar district,22746468,30983100000.0
Rajasthan,2024,2,alwar district,123384960,146601000000.0
Rajasthan,2024,2,kota district,68085929,82603800000.0
Rajasthan,2024,2,jhunjhunu district,44881325,73489800000.0
Rajasthan,2024,3,dudu district,8719871,11655500000.0
Rajasthan,2024,3,sri ganganagar district,33448218,44739700000.0
Rajasthan,2024,3,kekri district,14311661,18969100000.0
Rajasthan,2024,3,jaipur district,392547155,435624000000.0
Rajasthan,2024,3,baran district,17097611,20968300000.0
Rajasthan,2024,3,khairthal tijara district,45752950,46501600000.0
Rajasthan,2024,3,bhilwara district,62535691,82583400000.0
Rajasthan,2024,3,jodhpur rural district,38373949,54300500000.0
Rajasthan,2024,3,tonk district,30025947,34964700000.0
Rajasthan,2024,3,phalodi district,15125624,22189600000.0
Rajasthan,2024,3,neem ka thana district,25352787,37786200000.0
Rajasthan,2024,3,nagaur district,31460527,49110900000.0
Rajasthan,2024,3,barmer district,37309780,52463400000.0
Rajasthan,2024,3,ajmer district,60977307,86264600000.0
Rajasthan,2024,3,beawar district,27731819,38193100000.0
