States,Years,Quarter,Transaction_type,Transaction_count,Transaction_amount
Assam,2020,1,Recharge & bill payments,3897975,971722606
Assam,2020,1,Merchant payments,792646,675423853
Assam,2020,1,Financial Services,10173,7054326
Assam,2020,1,Others,49326,36781411
Assam,2020,2,Recharge & bill payments,6045321,1612522829
Assam,2020,2,Peer-to-peer payments,3648386,17358374071
Assam,2020,2,Merchant payments,742400,749018053
Assam,2020,2,Financial Services,19814,18130005
Assam,2020,2,Others,49278,28255168
Assam,2020,3,Peer-to-peer payments,5637893,26646565777
Assam,2020,3,Recharge & bill payments,5292154,1627282416
Assam,2020,3,Merchant payments,1383230,1492484153
Assam,2020,3,Financial Services,24954,28452966
Assam,2020,3,Others,59480,36605947
Assam,2020,4,Peer-to-peer payments,7538478,36013292451
Assam,2020,4,Recharge & bill payments,5383505,1662189124
Assam,2020,4,Merchant payments,2392184,2466913306
Assam,2020,4,Financial Services,29764,32314810
Assam,2020,4,Others,79523,51901628
Assam,2021,1,Peer-to-peer payments,9449096,45476079487
Assam,2021,1,Recharge & bill payments,6494111,2103017762
Assam,2021,1,Merchant payments,3459132,3657261586
Assam,2021,1,Financial Services,34049,41291047
Assam,2021,1,Others,75672,48814664
Assam,2021,2,Peer-to-peer payments,11668399,51521387891
Assam,2021,2,Recharge & bill payments,9058005,2657676415
Assam,2021,2,Merchant payments,4562669,4914753140
Assam,2021,2,Financial Services,49671,46106001
Assam,2021,2,Others,94161,52549929
Assam,2021,3,Peer-to-peer payments,15617592,64131823895
Assam,2021,3,Recharge & bill payments,10284267,3248364164
Assam,2021,3,Merchant payments,7431371,8208706348
Assam,2021,3,Financial Services,39479,43889820
Assam,2021,3,Others,131732,67715045
Assam,2021,4,Peer-to-peer payments,21393962,86801625127
Assam,2021,4,Merchant payments,12895755,13378765006
Assam,2021,4,Recharge & bill payments,11484376,3842004488
Assam,2021,4,Financial Services,60724,65456476
Assam,2021,4,Others,185544,97116797
Assam,2022,1,Peer-to-peer payments,27156085,108855352347
Assam,2022,1,Merchant payments,19011883,18833132506
Assam,2022,1,Recharge & bill payments,12474674,4424035840
Assam,2022,1,Financial Services,68432,73257991
Assam,2022,1,Others,178812,94659207
Assam,2022,2,Peer-to-peer payments,33879530,123829913105
Assam,2022,2,Merchant payments,28377534,24333260090
Assam,2022,2,Recharge & bill payments,13858113,4814695680
Assam,2022,2,Financial Services,50785,55549154
Assam,2022,2,Others,168763,77624058
Assam,2022,3,Peer-to-peer payments,37000266,127264703852
Assam,2022,3,Merchant payments,34935460,28789992307
Assam,2022,3,Recharge & bill payments,13974568,5295136932
Assam,2022,3,Financial Services,65066,62882386
Assam,2022,3,Others,138451,76363577
Assam,2022,4,Peer-to-peer payments,44828832,150693397669
Assam,2022,4,Merchant payments,43605784,36033810142
Assam,2022,4,Recharge & bill payments,15344794,5773980885
Assam,2022,4,Financial Services,74414,75960368
Assam,2022,4,Others,127443,76370124
Assam,2023,1,Merchant payments,48987048,39416860194
Assam,2023,1,Peer-to-peer payments,48461200,166509153749
Assam,2023,1,Recharge & bill payments,16113464,6266406177
Assam,2023,1,Financial Services,82270,86978703
Assam,2023,1,Others,116656,74768264
Assam,2023,2,Merchant payments,62403711,45515248236
Assam,2023,2,Peer-to-peer payments,57852989,182809282981
Assam,2023,2,Recharge & bill payments,17858409,6631355080
Assam,2023,2,Financial Services,81172,84797972
Assam,2023,2,Others,94672,70104514
Assam,2023,3,Merchant payments,82126315,51533166362
Assam,2023,3,Peer-to-peer payments,66737077,185030502675
Assam,2023,3,Recharge & bill payments,18524152,7310558505
Assam,2023,3,Financial Services,105975,118529318
Assam,2023,3,Others,81832,65257542
Assam,2023,4,Merchant payments,95438754,60513904505
Assam,2023,4,Peer-to-peer payments,79797949,216875937740
Assam,2023,4,Recharge & bill payments,18323202,8011077428
Assam,2023,4,Financial Services,119386,142552746
Assam,2023,4,Others,72866,60164512
Assam,2024,1,Merchant payments,110124616,68499650021
Assam,2024,1,Peer-to-peer payments,90992228,244008762377
Assam,2024,1,Recharge & bill payments,20239264,8488075878
Assam,2024,1,Financial Services,102326,135951454
Assam,2024,1,Others,66622,51466300
Assam,2024,2,Merchant payments,143699277,78145261323
Assam,2024,2,Peer-to-peer payments,105356010,258191846219
Assam,2024,2,Recharge & bill payments,22086844,8765311662
Assam,2024,2,Financial Services,120443,151366643
Assam,2024,2,Others,64513,54884363
Assam,2024,3,Merchant payments,161259693,79570459117
Assam,2024,3,Peer-to-peer payments,112031342,244082572337
Assam,2024,3,Recharge & bill payments,21850799,9670483722
Assam,2024,3,Financial Services,131635,175945223
Assam,2024,3,Others,72122,58848151
Assam,2024,4,Merchant payments,181752000,90150626448
Assam,2024,4,Peer-to-peer payments,129207094,282320195685
Assam,2024,4,Recharge & bill payments,20970477,10067635906
Assam,2024,4,Financial Services,438162,173496870
Assam,2024,4,Others,73798,74451050
Bihar,2018,1,Recharge & bill payments,3159922,375559207
Bihar,2018,1,Peer-to-peer payments,2052089,5295346761
Bihar,2018,1,Financial Services,194295,33999414
Bihar,2018,1,Merchant payments,138885,139827756
Bihar,2018,1,Others,279111,201025034
Bihar,2018,2,Recharge & bill payments,4346849,700649777
Bihar,2018,2,Peer-to-peer payments,3447898,12141448845
Bihar,2018,2,Merchant payments,311487,318571873
Bihar,2018,2,Financial Services,267433,45332532
Bihar,2018,2,Others,258711,300128083
Bihar,2018,3,Peer-to-peer payments,8893764,18695889188
Bihar,2018,3,Recharge & bill payments,4401439,804061399
Bihar,2018,3,Merchant payments,586862,367608511
Bihar,2018,3,Financial Services,274510,33276460
Bihar,2018,3,Others,211229,234968821
Bihar,2018,4,Peer-to-peer payments,8094296,26224303883
Bihar,2018,4,Recharge & bill payments,5469096,986310785
Bihar,2018,4,Merchant payments,1680664,848968693
Bihar,2018,4,Financial Services,237247,36199428
Bihar,2018,4,Others,251098,302214380
Bihar,2019,1,Peer-to-peer payments,16807040,38824078062
Bihar,2019,1,Recharge & bill payments,7036367,1333688183
Bihar,2019,1,Merchant payments,2055267,1024997000
Bihar,2019,1,Financial Services,204689,28599536
Bihar,2019,1,Others,252871,291464734
Bihar,2019,2,Peer-to-peer payments,15837449,58381285241
Bihar,2019,2,Recharge & bill payments,9279442,1996804238
Bihar,2019,2,Merchant payments,4365465,2308145850
Bihar,2019,2,Financial Services,129603,63338109
Bihar,2019,2,Others,348520,382864846
Bihar,2019,3,Peer-to-peer payments,15446119,61831776093
Bihar,2019,3,Recharge & bill payments,9115040,2140566975
Bihar,2019,3,Merchant payments,7206001,3413490288
Bihar,2019,3,Financial Services,89997,20145460
Bihar,2019,3,Others,282743,286804438
Bihar,2019,4,Peer-to-peer payments,26337842,86340631422
Bihar,2019,4,Recharge & bill payments,11358597,2649616530
Bihar,2019,4,Merchant payments,5519582,4177574379
Bihar,2019,4,Financial Services,100192,18815965
Bihar,2019,4,Others,214101,126788282
Bihar,2020,1,Peer-to-peer payments,23163922,99873688133
Bihar,2020,1,Recharge & bill payments,13837430,3680590625
Bihar,2020,1,Merchant payments,7822567,5562692117
Bihar,2020,1,Financial Services,57233,23954789
Bihar,2020,1,Others,200663,115927863
Bihar,2020,2,Peer-to-peer payments,26572651,116244368941
Bihar,2020,2,Recharge & bill payments,19522564,5642294772
Bihar,2020,2,Merchant payments,7011681,6760404422
Bihar,2020,2,Financial Services,73119,54077813
Bihar,2020,2,Others,206727,105377680
Bihar,2020,3,Peer-to-peer payments,37294332,153664683752
Bihar,2020,3,Recharge & bill payments,19027978,6313780617
Bihar,2020,3,Merchant payments,14777337,13111735855
Bihar,2020,3,Financial Services,104135,81355476
Bihar,2020,3,Others,299966,157309412
Bihar,2020,4,Peer-to-peer payments,49432098,208484557891
Bihar,2020,4,Merchant payments,26750991,23185594534
Bihar,2020,4,Recharge & bill payments,19908687,6926960997
Bihar,2020,4,Financial Services,119416,100785736
Bihar,2020,4,Others,380481,207713978
Bihar,2021,1,Peer-to-peer payments,58566582,242013312361
Bihar,2021,1,Merchant payments,33959313,30171144593
Bihar,2021,1,Recharge & bill payments,21974086,8505455545
Bihar,2021,1,Financial Services,124277,112949858
Bihar,2021,1,Others,308219,170787343
Bihar,2021,2,Peer-to-peer payments,78694099,319758683264
Bihar,2021,2,Merchant payments,44686786,43458914640
Bihar,2021,2,Recharge & bill payments,31646149,11030849714
Bihar,2021,2,Financial Services,149791,116086346
Bihar,2021,2,Others,426797,215721223
Bihar,2021,3,Peer-to-peer payments,92785704,331514102784
Bihar,2021,3,Merchant payments,64094961,53849745605
Bihar,2021,3,Recharge & bill payments,30081746,11327303470
Bihar,2021,3,Financial Services,135748,130349072
Bihar,2021,3,Others,572954,241260026
Bihar,2021,4,Peer-to-peer payments,117340712,423665098014
Bihar,2021,4,Merchant payments,95992559,81729122296
Bihar,2021,4,Recharge & bill payments,30824177,13438634948
Bihar,2021,4,Financial Services,186298,173358269
Bihar,2021,4,Others,783199,365400542
Bihar,2022,1,Peer-to-peer payments,138085265,500024806543
Bihar,2022,1,Merchant payments,114892163,95507710276
Bihar,2022,1,Recharge & bill payments,30545266,15431605247
Bihar,2022,1,Financial Services,169722,148088975
Bihar,2022,1,Others,698018,299484690
Bihar,2022,2,Peer-to-peer payments,164119431,610448610668
Bihar,2022,2,Merchant payments,158289353,126423430586
Bihar,2022,2,Recharge & bill payments,36950622,17225668602
Bihar,2022,2,Financial Services,124199,116203821
Bihar,2022,2,Others,661424,247541289
Bihar,2022,3,Merchant payments,198273336,137873615625
Bihar,2022,3,Peer-to-peer payments,192304951,632747186972
Bihar,2022,3,Recharge & bill payments,46044353,20417791249
Bihar,2022,3,Financial Services,179533,161987346
Bihar,2022,3,Others,565212,245905366
Bihar,2022,4,Merchant payments,243777692,172924170172
Bihar,2022,4,Peer-to-peer payments,225487662,739870172148
Bihar,2022,4,Recharge & bill payments,47054083,22729599211
Bihar,2022,4,Financial Services,205989,199208430
Bihar,2022,4,Others,559223,288999714
Bihar,2023,1,Merchant payments,251601655,175053265606
Bihar,2023,1,Peer-to-peer payments,245677870,836428049163
Bihar,2023,1,Recharge & bill payments,49781169,27372239431
Bihar,2023,1,Financial Services,194601,158138446
Bihar,2023,1,Others,575900,265267298
Bihar,2023,2,Merchant payments,330603039,214402873623
Bihar,2023,2,Peer-to-peer payments,293616270,980139698305
Bihar,2023,2,Recharge & bill payments,58928748,31064849666
Bihar,2023,2,Financial Services,211722,190366037
Bihar,2023,2,Others,573315,248957759
Bihar,2023,3,Merchant payments,361940401,206648202575
Bihar,2023,3,Peer-to-peer payments,311779356,908446322767
Bihar,2023,3,Recharge & bill payments,59732275,32565513931
Bihar,2023,3,Financial Services,270376,277782677
Bihar,2023,3,Others,516343,215541416
Bihar,2023,4,Merchant payments,466122317,273626740927
Bihar,2023,4,Peer-to-peer payments,394813298,1121442567078
Bihar,2023,4,Recharge & bill payments,62582448,39095012665
Bihar,2023,4,Financial Services,333579,342560013
Bihar,2023,4,Others,575632,228927732
Bihar,2024,1,Merchant payments,548896156,316662638999
Bihar,2024,1,Peer-to-peer payments,456038110,1275205176229
Bihar,2024,1,Recharge & bill payments,73038449,45243630428
Bihar,2024,1,Financial Services,295689,411700201
Bihar,2024,1,Others,466379,213719039
Bihar,2024,2,Merchant payments,703589936,385479716519
Bihar,2024,2,Peer-to-peer payments,529387475,1452390033678
Bihar,2024,2,Recharge & bill payments,80054155,48206932392
Bihar,2024,2,Financial Services,386397,523080064
Bihar,2024,2,Others,470422,246802023
Bihar,2024,3,Merchant payments,730368233,370788705611
Bihar,2024,3,Peer-to-peer payments,547897786,1358253139121
Bihar,2024,3,Recharge & bill payments,73819834,50382123046
Bihar,2024,3,Financial Services,458793,630950534
Bihar,2024,3,Others,331577,225555027
Bihar,2024,4,Merchant payments,843136457,451257296266
Bihar,2024,4,Peer-to-peer payments,641971705,1592038209091
Bihar,2024,4,Recharge & bill payments,72565377,54638087933
Bihar,2024,4,Financial Services,1670253,714133013
Bihar,2024,4,Others,323883,279749744
Chandigarh,2018,1,Recharge & bill payments,201262,47479581
Chandigarh,2018,1,Peer-to-peer payments,135136,527998849
Chandigarh,2018,1,Merchant payments,21431,19477067
Chandigarh,2018,1,Financial Services,8473,1865618
Chandigarh,2018,1,Others,15593,16614306
Chandigarh,2018,2,Recharge & bill payments,224548,76722907
Chandigarh,2018,2,Peer-to-peer payments,194627,835296156
Chandigarh,2018,2,Merchant payments,34606,29408472
Chandigarh,2018,2,Financial Services,11927,3679452
Chandigarh,2018,2,Others,13376,16116275
Chandigarh,2018,3,Peer-to-peer payments,295358,1217617706
Chandigarh,2018,3,Recharge & bill payments,236445,100639675
Chandigarh,2018,3,Merchant payments,64998,37560566
Chandigarh,2018,3,Financial Services,7642,1302312
Chandigarh,2018,3,Others,12493,12234189
Chandigarh,2018,4,Peer-to-peer payments,431461,1793871702
Chandigarh,2018,4,Recharge & bill payments,310527,128130476
Chandigarh,2018,4,Merchant payments,135266,94010714
Chandigarh,2018,4,Financial Services,10008,2039811
Chandigarh,2018,4,Others,17854,14538889
Chandigarh,2019,1,Peer-to-peer payments,689400,2123866602
Chandigarh,2019,1,Recharge & bill payments,390610,161414934
Chandigarh,2019,1,Merchant payments,169984,97230471
Chandigarh,2019,1,Financial Services,7412,917031
Chandigarh,2019,1,Others,17070,12603012
Chandigarh,2019,2,Peer-to-peer payments,604849,2339922408
Chandigarh,2019,2,Recharge & bill payments,342294,185659012
Chandigarh,2019,2,Merchant payments,277811,152766865
Chandigarh,2019,2,Financial Services,5590,839765
Chandigarh,2019,2,Others,21926,13928050
Chandigarh,2019,3,Peer-to-peer payments,722233,2815184153
Chandigarh,2019,3,Merchant payments,447069,226535909
Chandigarh,2019,3,Recharge & bill payments,308219,213884900
Chandigarh,2019,3,Financial Services,2447,794919
Chandigarh,2019,3,Others,26575,13282207
Chandigarh,2019,4,Peer-to-peer payments,927850,3586763929
Chandigarh,2019,4,Merchant payments,561630,318692522
Chandigarh,2019,4,Recharge & bill payments,338203,237695595
Chandigarh,2019,4,Financial Services,1911,654299
Chandigarh,2019,4,Others,21321,8707474
Chandigarh,2020,1,Peer-to-peer payments,1087401,4421372542
Chandigarh,2020,1,Merchant payments,764832,438193845
Chandigarh,2020,1,Recharge & bill payments,389851,257250007
Chandigarh,2020,1,Financial Services,1574,1406138
Chandigarh,2020,1,Others,18853,8230537
Chandigarh,2020,2,Peer-to-peer payments,766698,3293060120
Chandigarh,2020,2,Merchant payments,390906,331423259
Chandigarh,2020,2,Recharge & bill payments,361577,214425229
Chandigarh,2020,2,Financial Services,1797,3982005
Chandigarh,2020,2,Others,7032,4125117
Chandigarh,2020,3,Peer-to-peer payments,981986,4178346395
Chandigarh,2020,3,Merchant payments,796634,604271249
Chandigarh,2020,3,Recharge & bill payments,366353,296964795
Chandigarh,2020,3,Financial Services,2643,5254415
Chandigarh,2020,3,Others,10470,4972499
Chandigarh,2020,4,Merchant payments,1322026,939307676
Chandigarh,2020,4,Peer-to-peer payments,1159377,4872318731
Chandigarh,2020,4,Recharge & bill payments,409997,320731282
Chandigarh,2020,4,Financial Services,3346,4400110
Chandigarh,2020,4,Others,17970,10005102
Chandigarh,2021,1,Merchant payments,1799072,1210594490
Chandigarh,2021,1,Peer-to-peer payments,1472084,5916467167
Chandigarh,2021,1,Recharge & bill payments,678396,451109555
Chandigarh,2021,1,Financial Services,5111,7700395
Chandigarh,2021,1,Others,15574,10549252
Chandigarh,2021,2,Merchant payments,1926913,1390989391
Chandigarh,2021,2,Peer-to-peer payments,1663559,6541132353
Chandigarh,2021,2,Recharge & bill payments,806710,467698865
Chandigarh,2021,2,Financial Services,5502,7394941
Chandigarh,2021,2,Others,14863,10458391
Chandigarh,2021,3,Merchant payments,3179506,2245390329
Chandigarh,2021,3,Peer-to-peer payments,2434417,8927868098
Chandigarh,2021,3,Recharge & bill payments,1008585,620437997
Chandigarh,2021,3,Financial Services,5700,7960845
Chandigarh,2021,3,Others,21170,14225735
Chandigarh,2021,4,Merchant payments,4056249,3041038520
Chandigarh,2021,4,Peer-to-peer payments,2797561,10610461952
Chandigarh,2021,4,Recharge & bill payments,1013153,693790747
Chandigarh,2021,4,Financial Services,7038,10459432
Chandigarh,2021,4,Others,24902,17832860
Chandigarh,2022,1,Merchant payments,4511757,3264574793
Chandigarh,2022,1,Peer-to-peer payments,3012464,11150701029
Chandigarh,2022,1,Recharge & bill payments,1046187,731347957
Chandigarh,2022,1,Financial Services,7228,13538636
Chandigarh,2022,1,Others,22855,14829135
Chandigarh,2022,2,Merchant payments,6136803,3919372476
Chandigarh,2022,2,Peer-to-peer payments,3489382,12549248085
Chandigarh,2022,2,Recharge & bill payments,1119367,792957089
Chandigarh,2022,2,Financial Services,6673,8943857
Chandigarh,2022,2,Others,20264,12978652
Chandigarh,2022,3,Merchant payments,7665907,4713972533
Chandigarh,2022,3,Peer-to-peer payments,4423590,14788179156
Chandigarh,2022,3,Recharge & bill payments,1360342,1033530640
Chandigarh,2022,3,Financial Services,8868,9918740
Chandigarh,2022,3,Others,19466,14156668
Chandigarh,2022,4,Merchant payments,10170372,6570336080
Chandigarh,2022,4,Peer-to-peer payments,5951989,20013621496
Chandigarh,2022,4,Recharge & bill payments,1749647,1267654269
Chandigarh,2022,4,Financial Services,10778,12000766
Chandigarh,2022,4,Others,22054,16141956
Chandigarh,2023,1,Merchant payments,6460913,3374931077
Chandigarh,2023,1,Peer-to-peer payments,2634119,8623572416
Chandigarh,2023,1,Recharge & bill payments,700479,803831354
Chandigarh,2023,1,Financial Services,8163,12527258
Chandigarh,2023,1,Others,11931,10032289
